[0.8462473973810702, 0.6143539020190694]
[0.8305706327857632, 0.5193648586576466]
[0.8283722607740092, 0.527111991917966]
[0.8385236492050335, 0.6068935017256184]
[0.8200262309988864, 0.5352289840793492]
[0.824584740064918, 0.46267641589391917]
[0.8299366888813151, 0.5173111453977227]
[0.8282352222918392, 0.5284630266626595]
[0.8412279144124862, 0.6120305220578035]
[0.8216111931426586, 0.5401847450842905]
[0.8214026364478411, 0.4768674253982435]
[0.8291942401087086, 0.5297172933925106]
[0.8419111402284437, 0.5506985988528846]
[0.8488522561353711, 0.6239244063213641]
[0.8386241558197941, 0.561057631924704]
[0.8300047878624583, 0.4836517513495906]
[0.8459326648630265, 0.5290378020157291]
[0.8445323614097202, 0.5661637210995838]
[0.8575396336274703, 0.6287722422486672]
[0.8431009034374716, 0.554406278550756]
[0.8307559007023935, 0.48346949243333365]
[0.8381010584511241, 0.5358667656455791]
[0.8430851230671205, 0.5598914544000123]
[0.8626959138806731, 0.6309691537481161]
[0.8464900377421758, 0.5570323414199285]
[0.8274753619057091, 0.49350800049396293]
[0.8391843612568204, 0.528440666982091]
[0.8316167382002728, 0.5600971838293929]
[0.868173914295391, 0.633336477087636]
[0.8442588544037126, 0.5582243591970069]
[0.8181984971920492, 0.4761871618070422]
[0.8604517980713424, 0.5810153357436935]
[0.8409663753479905, 0.6114197280062206]
[0.8709184276052359, 0.6554478548022518]
[0.8654478446504421, 0.608494505733219]
[0.8436378982852692, 0.5809347937385969]
[0.856978554937285, 0.5769614536035156]
[0.8376012138733918, 0.6149258322275286]
[0.8710912925193333, 0.6544812668238965]
[0.867895820590902, 0.6090780654384014]
[0.8403648678991924, 0.5829865634783054]
[0.867847971521451, 0.598853979639457]
[0.8474233483879005, 0.6171989146639839]
[0.8752369363886567, 0.6641520776881658]
[0.8729679735353724, 0.6163192537572795]
[0.8457418080374822, 0.6073337600852592]
[0.8703441160795574, 0.6073032251248158]
[0.8535187377151016, 0.6330655940805883]
[0.888721435181425, 0.674797259246616]
[0.8721543731089383, 0.6248523318591817]
[0.8469942132834541, 0.5982422326741359]
[0.8716095871624291, 0.6174583360653348]
[0.8506445160994436, 0.6288575684186384]
[0.8921407162422299, 0.6722902916789806]
[0.8848476327165893, 0.6246433239913866]
[0.8504612255507089, 0.6064650548410411]
[0.8661014362280136, 0.6055446701704962]
[0.8482365955125721, 0.6167372407702286]
[0.8866631113983213, 0.658998128803397]
[0.8845827187023583, 0.6064058122867232]
[0.8426693663131184, 0.5742439008615181]
[0.9102357970075658, 0.7599648694539582]
[0.8983112619657945, 0.683659439309712]
[0.9045362586656847, 0.7388005798590194]
[0.9153005344748538, 0.760157141344837]
[0.8994152074491073, 0.7295115116580184]
[0.9162128986659981, 0.7660745739453841]
[0.8938301843591466, 0.6854847898618399]
[0.9035335681792451, 0.7443888080818781]
[0.9163759882265782, 0.7638681824708525]
[0.9012509878161362, 0.731189629162152]
[0.9224090255257722, 0.7710919271575222]
[0.8994847348052608, 0.6917758987940709]
[0.9135635063997201, 0.7502367626377309]
[0.9258078079750466, 0.7738152370519817]
[0.8998545876072824, 0.7332691677069872]
[0.9266697610811788, 0.7821370622642854]
[0.9019974641847451, 0.6983656212117559]
[0.9159925597235452, 0.7593783443861274]
[0.9256921492720688, 0.7760380486784811]
[0.9122853460641436, 0.7457190694683089]
[0.9275369796628219, 0.7786094805095674]
[0.9014672066315398, 0.6842538033874543]
[0.9187859243564955, 0.7532056777765468]
[0.9235267286509629, 0.768549109183881]
[0.9108059491379339, 0.7537495060045865]
[0.91861289505834, 0.7533881795574402]
[0.8669121728596221, 0.6250743555932201]
[0.9077771011794606, 0.7409451310984034]
[0.9174875655147542, 0.7484549713363235]
[0.8947243914899854, 0.7039971597662531]
