[0.8112643270078739, 0.5056371474259596]
[0.8218551286179172, 0.5456936638228671]
[0.8380763203896673, 0.5940514610223022]
[0.8196953158056313, 0.538762627609519]
[0.8112903905516841, 0.47778066538285074]
[0.8543538188898743, 0.5908412541201093]
[0.8418868836256247, 0.621800940965541]
[0.872691223662646, 0.660789034872888]
[0.8679053359077877, 0.6066608152508961]
[0.8351742997892306, 0.5887128649245064]
[0.9148053086164338, 0.76767054700227]
[0.892837504995791, 0.6857075559331853]
[0.9080667759496281, 0.7627866702580921]
[0.9163536747189245, 0.7645557120389248]
[0.9020849413606056, 0.7321739534776583]
